epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,2212.84,0.86864,0.39025,0.96987,0.87725,0.8767,0.89179,0.6047,1.30965,0.47827,1.22603,0.000646194,0.000646194,0.000646194
85,2238.3,0.86044,0.38254,0.9563,0.89091,0.86595,0.90151,0.59698,1.32419,0.47893,1.23789,0.000636762,0.000636762,0.000636762
86,2263.95,0.85798,0.38248,0.95772,0.89469,0.87796,0.88888,0.58951,1.32267,0.48825,1.23752,0.000627331,0.000627331,0.000627331
87,2289.48,0.85577,0.38494,0.95549,0.87936,0.86912,0.87839,0.58704,1.31815,0.4862,1.23158,0.0006179,0.0006179,0.0006179
88,2315.04,0.85291,0.38154,0.94944,0.89837,0.84958,0.89032,0.59995,1.31545,0.4787,1.22673,0.000608468,0.000608468,0.000608468
89,2340.67,0.84118,0.38127,0.95391,0.88929,0.86858,0.89099,0.59236,1.31568,0.47826,1.23004,0.000599037,0.000599037,0.000599037
90,2366.26,0.84027,0.37855,0.94682,0.89959,0.86208,0.88338,0.58698,1.31894,0.48267,1.22981,0.000589605,0.000589605,0.000589605
91,2391.78,0.83283,0.37795,0.95122,0.8758,0.8747,0.89365,0.59929,1.3225,0.48128,1.23201,0.000580174,0.000580174,0.000580174
92,2418.47,0.83531,0.3734,0.94911,0.94606,0.84095,0.89008,0.58802,1.32356,0.48288,1.2337,0.000570743,0.000570743,0.000570743
93,2446.09,0.82744,0.36843,0.94532,0.90876,0.85287,0.88581,0.58304,1.32431,0.47819,1.24017,0.000561311,0.000561311,0.000561311
94,2473.62,0.82019,0.36757,0.94831,0.93447,0.86395,0.8989,0.6012,1.3226,0.47268,1.24163,0.00055188,0.00055188,0.00055188
95,2501.03,0.81788,0.36604,0.94068,0.93283,0.85708,0.90345,0.60216,1.32157,0.4737,1.24522,0.000542448,0.000542448,0.000542448
96,2528.7,0.81775,0.36648,0.94506,0.90009,0.85745,0.88834,0.58762,1.32088,0.48333,1.24393,0.000533017,0.000533017,0.000533017
97,2556.12,0.81114,0.35941,0.93856,0.92072,0.86354,0.90301,0.59813,1.32331,0.47692,1.24866,0.000523586,0.000523586,0.000523586
98,2582.55,0.79762,0.35732,0.93039,0.90412,0.87624,0.89875,0.5943,1.31285,0.47244,1.23658,0.000514154,0.000514154,0.000514154
99,2608.14,0.81136,0.36852,0.93546,0.91759,0.84888,0.88514,0.58927,1.32585,0.48225,1.24638,0.000504723,0.000504723,0.000504723
100,2633.72,0.80315,0.35814,0.93434,0.8956,0.87717,0.90444,0.59428,1.3205,0.47848,1.23387,0.000495291,0.000495291,0.000495291
101,2659.23,0.79211,0.35725,0.92644,0.92832,0.85495,0.89264,0.59023,1.32287,0.48921,1.23349,0.00048586,0.00048586,0.00048586
102,2684.75,0.79317,0.35757,0.92903,0.92648,0.86307,0.88602,0.59539,1.32708,0.47777,1.24132,0.000476429,0.000476429,0.000476429
103,2710.37,0.80027,0.35212,0.93685,0.90862,0.8718,0.89299,0.5957,1.33201,0.47853,1.2467,0.000466997,0.000466997,0.000466997
104,2735.86,0.78644,0.35256,0.92903,0.92795,0.86031,0.89819,0.60485,1.32525,0.47369,1.2557,0.000457566,0.000457566,0.000457566
105,2761.32,0.79096,0.35517,0.93361,0.91438,0.86766,0.89722,0.59764,1.33067,0.48043,1.24138,0.000448134,0.000448134,0.000448134
106,2786.93,0.78035,0.35136,0.92565,0.87709,0.88892,0.89603,0.59972,1.33049,0.48028,1.24366,0.000438703,0.000438703,0.000438703
107,2812.5,0.77779,0.34958,0.92481,0.89175,0.88482,0.90097,0.60379,1.32995,0.47734,1.25144,0.000429272,0.000429272,0.000429272
108,2838.04,0.76856,0.34675,0.92289,0.93591,0.84519,0.89614,0.59747,1.32479,0.47608,1.24916,0.00041984,0.00041984,0.00041984
109,2863.53,0.77761,0.34621,0.92286,0.90267,0.85403,0.89501,0.59701,1.32968,0.48188,1.25383,0.000410409,0.000410409,0.000410409
110,2889.21,0.75946,0.34287,0.92047,0.9229,0.87028,0.89417,0.5889,1.3361,0.47841,1.26459,0.000400977,0.000400977,0.000400977
111,2914.88,0.75819,0.34201,0.91762,0.90565,0.86293,0.89607,0.59916,1.3292,0.47617,1.26634,0.000391546,0.000391546,0.000391546
112,2942.73,0.7579,0.33918,0.92292,0.93192,0.86266,0.89977,0.59615,1.33047,0.48312,1.26809,0.000382115,0.000382115,0.000382115
113,2971.54,0.75261,0.33702,0.91887,0.9274,0.8586,0.89929,0.59631,1.32741,0.4786,1.26294,0.000372683,0.000372683,0.000372683
114,2999.28,0.75435,0.33745,0.92111,0.90046,0.87379,0.87591,0.5893,1.32609,0.49113,1.26055,0.000363252,0.000363252,0.000363252
115,3027.04,0.74977,0.33518,0.91508,0.90647,0.86585,0.88863,0.58995,1.3387,0.49001,1.27315,0.00035382,0.00035382,0.00035382
116,3055.12,0.73556,0.3284,0.91079,0.92967,0.8565,0.90527,0.60153,1.33853,0.47753,1.2731,0.000344389,0.000344389,0.000344389
117,3082.47,0.73971,0.33285,0.91731,0.93373,0.85406,0.89265,0.59624,1.33526,0.47484,1.26393,0.000334958,0.000334958,0.000334958
118,3110.14,0.741,0.32988,0.91342,0.90537,0.86853,0.90041,0.60586,1.33479,0.47899,1.26862,0.000325526,0.000325526,0.000325526
119,3137.93,0.74268,0.33521,0.91195,0.9163,0.85759,0.88883,0.59888,1.3369,0.47831,1.26809,0.000316095,0.000316095,0.000316095
120,3164.45,0.73269,0.32886,0.90917,0.91718,0.86421,0.88726,0.60498,1.33172,0.47902,1.25078,0.000306663,0.000306663,0.000306663
121,3190.91,0.72776,0.32431,0.90657,0.90814,0.87484,0.89966,0.60566,1.33503,0.47311,1.24859,0.000297232,0.000297232,0.000297232
122,3217.62,0.71969,0.32706,0.9062,0.9129,0.85843,0.89015,0.59516,1.33658,0.4816,1.25457,0.000287801,0.000287801,0.000287801
123,3244.66,0.72768,0.32657,0.9051,0.90951,0.85969,0.89301,0.60078,1.33074,0.47936,1.24938,0.000278369,0.000278369,0.000278369
124,3271.6,0.71883,0.32219,0.90524,0.89913,0.84832,0.88209,0.59187,1.33758,0.48497,1.25959,0.000268938,0.000268938,0.000268938
125,3298.51,0.71078,0.31965,0.90215,0.89484,0.86064,0.88705,0.59898,1.3324,0.48199,1.25357,0.000259506,0.000259506,0.000259506
126,3325.65,0.71178,0.32069,0.90304,0.91905,0.86092,0.8869,0.59829,1.33455,0.48565,1.26285,0.000250075,0.000250075,0.000250075
127,3352.53,0.70732,0.3155,0.89929,0.91984,0.85394,0.89066,0.59848,1.33516,0.48116,1.26292,0.000240644,0.000240644,0.000240644
128,3379.23,0.69073,0.31113,0.90397,0.91853,0.8573,0.88938,0.60315,1.33464,0.48376,1.26335,0.000231212,0.000231212,0.000231212
129,3405.65,0.7007,0.31482,0.89984,0.90871,0.85445,0.88984,0.60235,1.33594,0.48253,1.2684,0.000221781,0.000221781,0.000221781
130,3431.34,0.69557,0.31427,0.90151,0.91396,0.8696,0.90255,0.61022,1.33708,0.47591,1.27124,0.000212349,0.000212349,0.000212349
131,3456.97,0.69639,0.31355,0.90162,0.93902,0.8522,0.89685,0.60388,1.3379,0.48268,1.27337,0.000202918,0.000202918,0.000202918
132,3483.2,0.687,0.31129,0.89663,0.92215,0.84979,0.89554,0.59892,1.3372,0.48417,1.26983,0.000193487,0.000193487,0.000193487
133,3508.86,0.69066,0.3123,0.89883,0.89367,0.87385,0.89175,0.59909,1.3302,0.48325,1.26724,0.000184055,0.000184055,0.000184055
134,3535.1,0.68169,0.30977,0.89632,0.93376,0.85687,0.89624,0.6007,1.33016,0.48218,1.26422,0.000174624,0.000174624,0.000174624
135,3561.31,0.66792,0.30296,0.89065,0.91714,0.87417,0.89619,0.60431,1.32844,0.48038,1.27006,0.000165192,0.000165192,0.000165192
136,3586.97,0.68844,0.3085,0.89614,0.91888,0.88475,0.89406,0.60159,1.33029,0.48052,1.27239,0.000155761,0.000155761,0.000155761
137,3612.72,0.68114,0.30844,0.89421,0.90638,0.87198,0.89537,0.60242,1.32874,0.48028,1.27113,0.00014633,0.00014633,0.00014633
138,3638.34,0.66509,0.30199,0.88728,0.93044,0.86299,0.89699,0.60076,1.32918,0.48166,1.26846,0.000136898,0.000136898,0.000136898
139,3664,0.67034,0.30294,0.89396,0.90181,0.87634,0.89471,0.60043,1.33274,0.48138,1.27278,0.000127467,0.000127467,0.000127467
140,3689.82,0.662,0.29804,0.8893,0.91338,0.8708,0.89208,0.59933,1.33143,0.48051,1.27259,0.000118035,0.000118035,0.000118035
141,3733.93,0.68144,0.2814,0.89211,0.93008,0.8497,0.8891,0.59423,1.34225,0.4791,1.28216,0.000108604,0.000108604,0.000108604
142,3759.6,0.64507,0.26866,0.88137,0.93085,0.85258,0.89192,0.59849,1.34363,0.47891,1.28868,9.91726e-05,9.91726e-05,9.91726e-05
143,3785.34,0.64484,0.2675,0.88157,0.93767,0.85637,0.8947,0.60515,1.34208,0.47943,1.28549,8.97412e-05,8.97412e-05,8.97412e-05
144,3811.06,0.63389,0.26158,0.8803,0.93126,0.85922,0.89536,0.60693,1.33918,0.47945,1.28109,8.03098e-05,8.03098e-05,8.03098e-05
145,3836.67,0.6311,0.26225,0.87504,0.93667,0.86221,0.90113,0.61271,1.33931,0.48106,1.2823,7.08784e-05,7.08784e-05,7.08784e-05
146,3862.57,0.62047,0.25906,0.87469,0.92614,0.87571,0.90437,0.61662,1.33803,0.47937,1.28422,6.1447e-05,6.1447e-05,6.1447e-05
147,3888.31,0.6228,0.25906,0.87248,0.92465,0.87198,0.90141,0.61653,1.34157,0.48157,1.28849,5.20156e-05,5.20156e-05,5.20156e-05
148,3913.93,0.61991,0.25754,0.87303,0.92008,0.87576,0.9008,0.61633,1.34153,0.47886,1.28839,4.25842e-05,4.25842e-05,4.25842e-05
149,3939.59,0.61712,0.25681,0.87171,0.91199,0.87444,0.90296,0.61827,1.34155,0.48044,1.28666,3.31528e-05,3.31528e-05,3.31528e-05
150,3965.46,0.61218,0.25535,0.87334,0.91761,0.87425,0.90571,0.61907,1.34069,0.47941,1.28726,2.37214e-05,2.37214e-05,2.37214e-05
